Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
00_f1d021110_1_1.jpg,finger_1,233.0859375,306.00000000000006,233.0859375,304.0,0.9964154963014794,0.9952941900163013,0.9964154963014794,0.9953249469442992,0.9140625,1.2000000000000002,0.9140625,1.192156862745098,,,,,0.9849750330777225,0.9838183523002496,0.9849750330777225,0.9838488211658455,0.9924590838305237,0.9918761779074289,0.9924590838305237,0.9918915369967855,[0.68702712],[0.59071848],[0.68702712],[0.59339352]
00_f1d021110_1_2.jpg,finger_1,2659.5703125,3245.0,2066.89453125,3491.0,0.9590998936963676,0.9500968843231938,0.9682143368614093,0.9463137821794358,10.4296875,12.72549019607843,8.10546875,13.690196078431374,,,,,0.8455978446353266,0.8371655132197847,0.8541708777639234,0.8337742539800369,0.9195639426572394,0.9149674929852889,0.9242136537424251,0.9131123994230047,[0.64487964],[0.56763602],[0.7237268],[0.53485897]
01_F1D022016_1_1.jpg,finger_1,2836.875,3858.0,2685.46875,3568.0,0.9563732199427921,0.9406698858917971,0.9587016155076431,0.9451296404515117,11.125,15.129411764705882,10.53125,13.992156862745098,,,,,0.794807602920151,0.7804711176504586,0.7972651223575368,0.784421619047239,0.8915198275530113,0.8834427642187459,0.8928970390574362,0.8856757979346839,[0.73311369],[0.63760236],[0.74685149],[0.66484324]
01_F1D022016_1_2.jpg,finger_1,13460.21484375,19565.0,17371.875,19539.0,0.7930025706063728,0.6991203518592563,0.7328472457170978,0.6995201919232308,52.78515625,76.72549019607844,68.125,76.62352941176471,,,,,0.33986809213910363,0.2935215082005694,0.30816563613228687,0.29368089941451847,0.5829820684541709,0.5417762528946515,0.5551266847596924,0.5419233335210051,[0.58264369],[0.39353201],[0.4614319],[0.39433794]
01_F1D022016_1_3.jpg,finger_1,1542.94921875,2005.0,1452.3046875,2015.0,0.9762718109871436,0.9691661796819735,0.9776657846476794,0.9690123950419833,6.05078125,7.862745098039215,5.6953125,7.901960784313725,,,,,0.9058238862597544,0.898838082593555,0.9067139169354936,0.8986938030666052,0.9517478060178307,0.9480707160299569,0.9522152681696999,0.9479946218553168,[0.66584492],[0.56741026],[0.68741151],[0.5652527]
01_F1D022044_1_1.jpg,finger_1,1627.6171875,1861.0,1110.64453125,1943.0,0.9749697476778519,0.9713806784978316,0.9829199930604682,0.9701196444499124,6.3828125,7.298039215686274,4.35546875,7.6196078431372545,,,,,0.9202342633016749,0.9166704824882514,0.9278931718860761,0.9154832014008157,0.9592884150773817,0.9574291005020954,0.9632721172576709,0.9568088635672308,[0.54787032],[0.48459651],[0.69123651],[0.46188663]
01_F1D022044_1_2.jpg,finger_1,16784.1796875,18010.0,14694.375,16614.0,0.7418850969227693,0.7230338633777259,0.7740230830744625,0.7445021991203518,65.8203125,70.62745098039215,57.625,65.15294117647059,,,,,0.3158068270391796,0.30721415975667243,0.3322764550443339,0.3172513594791936,0.5619669269976478,0.5542690319300478,0.5764342590827977,0.5632507074821953,[0.47611314],[0.43765558],[0.54144547],[0.4812443]
01_F1D022044_1_3.jpg,finger_1,2874.7265625,3316.0,2247.1875,3580.0,0.9557911210515794,0.9490050133792637,0.9654417079322117,0.9449450988835235,11.2734375,13.003921568627451,8.8125,14.03921568627451,,,,,0.7951065897694095,0.7895283390397417,0.804828138516436,0.7858989288270962,0.891687495577576,0.8885540720967643,0.8971221424736077,0.8865094070719702,[0.72817258],[0.68535979],[0.78641994],[0.66031003]
01_F1D022069_1_1.jpg,finger_1,13558.828125,17723.0,13948.30078125,18119.0,0.7914860498108449,0.7274474825454433,0.7854965585881033,0.7213576108018331,53.171875,69.50196078431372,54.69921875,71.05490196078432,,,,,0.3398677233703683,0.3065016796396737,0.33641946642273257,0.3037685237733513,0.5829817521761451,0.5536259383732609,0.5800167811561425,0.5511519969784663,[0.57883364],[0.44963474],[0.56672914],[0.43733747]
01_F1D022069_1_2.jpg,finger_1,10310.56640625,13130.0,9284.58984375,12970.0,0.841439325712023,0.7980807676929229,0.857217269342263,0.8005413219327653,40.43359375,51.49019607843137,36.41015625,50.86274509803921,,,,,0.4482235417408194,0.42005432802366116,0.45933368698994226,0.4215272776078641,0.6694949900789545,0.6481159834656611,0.6777416078343886,0.6492513208364417,[0.62098485],[0.51785033],[0.65862889],[0.52372572]
01_F1D022069_1_3.jpg,finger_1,2767.1484375,3545.0,2050.95703125,3407.0,0.9574455073739736,0.9454833451234891,0.9684594311313935,0.9476055731553533,10.8515625,13.901960784313726,8.04296875,13.36078431372549,,,,,0.8158334994728591,0.8045824281052403,0.8260961748626956,0.8064777921010773,0.9032350189584432,0.8969851883421711,0.9088983303223169,0.8980410859760689,[0.70328778],[0.62107009],[0.7799834],[0.6358211]
01_f1d022103_1_1.jpg,finger_1,3629.765625,5378.0,3115.7812500000005,4952.000000000001,0.9441797800110725,0.917294620613293,0.9520840702180666,0.9238458462768739,14.234375,21.090196078431372,12.218750000000002,19.419607843137257,,,,,0.7381615887106221,0.7147364664553203,0.7455498711433104,0.7202470362077934,0.8591633073581658,0.8454208812510609,0.863452298128455,0.8486736924211763,[0.73308377],[0.60502517],[0.77054643],[0.63631176]
01_f1d022103_1_2.jpg,finger_1,9006.6796875,11089.000000000002,8684.94140625,10725.0,0.8614911006751147,0.8294682127149142,0.866438941250423,0.8350659736105559,35.3203125,43.48627450980393,34.05859375,42.05882352941176,,,,,0.5554915411515403,0.5327722825086795,0.5587763752363499,0.53649221431854,0.7453130490951707,0.7299125170242523,0.7475134615753417,0.7324562883329899,[0.57405171],[0.47652749],[0.58966737],[0.49371064]
01_f1d022103_1_3.jpg,finger_1,5344.04296875,7469.0,5066.1328125,7453.0,0.9178168275958848,0.8851382523913511,0.9220906589287362,0.8853843078153354,20.95703125,29.29019607843137,19.8671875,29.22745098039216,,,,,0.6205435197090288,0.5940212563676969,0.6245841921902033,0.5942108496702463,0.7877458471544162,0.7707277446463808,0.7903063913383235,0.7708507311213023,[0.72967987],[0.62254298],[0.74335681],[0.62335156]
01_f1d022120_1_1.jpg,finger_1,2139.609375,2408.0,1647.5390625,2794.0,0.9670960942546059,0.9629686586903701,0.9746633798403715,0.9570325715867499,8.390625,9.443137254901961,6.4609375,10.956862745098038,,,,,0.8551033373770004,0.8509036497806939,0.8622839073876334,0.845442365659202,0.9247179772108902,0.9224443884488072,0.9285924334107151,0.9194793992576462,[0.70900353],[0.67354301],[0.77582043],[0.62121228]
01_f1d022120_1_2.jpg,finger_1,1944.3750000000002,2452.0,1637.578125,2596.0,0.9700984990619137,0.9622920062744132,0.9748165637591117,0.960077507458555,7.625000000000001,9.615686274509805,6.421875,10.180392156862746,,,,,0.8514492322664362,0.8438409965350623,0.8560143747296712,0.8417983815706289,0.9227400675523071,0.9186081844481151,0.9252104488869931,0.9174957120175706,[0.74986426],[0.6854273],[0.78914383],[0.66695321]
01_f1d022120_1_3.jpg,finger_1,4602.94921875,5124.0,1853.73046875,5286.0,0.9292137111501553,0.9212007504690432,0.9714924727224495,0.9187094393012026,18.05078125,20.094117647058823,7.26953125,20.729411764705883,,,,,0.7331959447453729,0.7263480293342356,0.7717037949787567,0.7242555256525268,0.8562686171671673,0.8522605407586553,0.8784667295798725,0.8510320356205909,[0.64787222],[0.60807689],[0.85788718],[0.59568588]
01_f1d022149_1_1.jpg,finger_1,2761.171875,3870.0,2504.1796875,3292.0,0.9575374177252176,0.9404853443238088,0.9614895628287147,0.9493740965152401,10.828125,15.176470588235295,9.8203125,12.909803921568628,,,,,0.8242449230764609,0.8084960921634109,0.8279294500237289,0.8164059388035921,0.9078793549125682,0.8991641074706057,0.9099062863964227,0.9035518462177985,[0.68567863],[0.56086934],[0.71482315],[0.62645527]
01_f1d022149_1_2.jpg,finger_1,1137.5390625,1408.0000000000002,739.1015625,1316.0,0.9825063964798696,0.9783471226893858,0.9886337532294774,0.9797619413772952,4.4609375,5.521568627450981,2.8984375,5.1607843137254905,,,,,0.9207156455374736,0.9166563954566909,0.9268383038149388,0.9180119660007146,0.9595392881677507,0.9574217437768431,0.9627244173775478,0.958129409840192,[0.71827933],[0.65164946],[0.81644701],[0.674411]
01_f1d022149_1_3.jpg,finger_1,2801.015625,3379.0,2596.81640625,3913.0,0.9569246820502568,0.9480361701473257,0.9600649523844308,0.9398240703718512,10.984375,13.250980392156864,10.18359375,15.345098039215687,,,,,0.785555248150501,0.7772397683971253,0.7887693363645818,0.7699484735486796,0.8863155466031841,0.8816120282738463,0.8881268695206681,0.8774670783275459,[0.75132832],[0.70048502],[0.76901096],[0.65315119]
01_F1D022154_1_1.jpg,finger_1,5610.0,8269.0,6577.20703125,8835.0,0.9137268169655214,0.8728354811921386,0.8988526584558485,0.8641312705686955,22.0,32.42745098039216,25.79296875,34.647058823529406,,,,,0.621646729923587,0.5888743221080942,0.6092983386939144,0.5824595448383574,0.7884457685368012,0.7673814710481967,0.7805756457217419,0.7631903726059163,[0.71195941],[0.57629609],[0.66259392],[0.54729422]
01_F1D022154_1_2.jpg,finger_1,6057.24609375,9424.0,7493.61328125,9066.0,0.9068488590140866,0.8550733552732753,0.8847597379317504,0.8605788453849229,23.75390625,36.956862745098036,29.38671875,35.55294117647059,,,,,0.6255518792492295,0.5855574015317504,0.6074506428332478,0.5894974541628548,0.790918377109313,0.7652172250621064,0.7793912001256159,0.7677873756209168,[0.67875426],[0.50113651],[0.60341785],[0.5200874]
01_F1D022154_1_3.jpg,finger_1,3356.8359375,4190.000000000001,2428.4765625,4094.0000000000005,0.9483770193845539,0.9355642358441241,0.9626537606111402,0.9370405683880294,13.1640625,16.43137254901961,9.5234375,16.054901960784317,,,,,0.7690345913756127,0.7578848245307125,0.7826768935400447,0.7591730963204198,0.8769461735908383,0.870565807122421,0.8846902811380063,0.8713053978487795,[0.71636325],[0.64562189],[0.79408617],[0.65374129]
01_F1D22320026_1_1.jpg,finger_1,1438.359375,2078.0,1605.703125,2278.0,0.9778802421339157,0.9680435518100453,0.9753067522990804,0.9649678590102421,5.640625,8.149019607843137,6.296875,8.933333333333334,,,,,0.8745119144567294,0.8649329737874751,0.8721679504464929,0.862063276346113,0.935153417604154,0.930017727673766,0.9338993256483767,0.9284736271677904,[0.78701448],[0.69310928],[0.761985],[0.66357216]
01_F1D22320026_1_2.jpg,finger_1,3839.94140625,5113.0,3974.4140625000005,5245.0,0.9409475993256543,0.9213699135730323,0.9388796164226618,0.9193399563251623,15.05859375,20.050980392156863,15.585937500000002,20.568627450980394,,,,,0.7318177103748783,0.7144729124234446,0.7298704834453698,0.7127662860571325,0.8554634477140904,0.8452649953851422,0.8543245773389466,0.8442548703188704,[0.72225405],[0.63097529],[0.71270014],[0.62144835]
01_F1D22320026_1_3.jpg,finger_1,1723.2421875,2324.0,2053.9453125000005,2852.0000000000005,0.973499182057946,0.9642604496662873,0.9684134759557717,0.9561406206748071,6.7578125,9.11372549019608,8.054687500000002,11.184313725490199,,,,,0.8684915896793001,0.8594924925955637,0.8637556445199864,0.852018888307975,0.9319289617129087,0.927088179514529,0.9293845514747845,0.9230486922735848,[0.74930138],[0.66297157],[0.70103654],[0.58640056]
02_F1D020096_1_1.jpg,finger_1,3537.12890625,4253.0,1866.6796875,4305.0,0.9456043904553564,0.9345953926121859,0.9712933336280872,0.9337957124842371,13.87109375,16.67843137254902,7.3203125,16.88235294117647,,,,,0.7805476957245636,0.770817164722822,0.8044892223318556,0.7701227205518356,0.8834861038661354,0.8779619380832075,0.8969332318137485,0.8775663624774115,[0.67624021],[0.61080856],[0.82874491],[0.60605004]
02_F1D020096_1_2.jpg,finger_1,16565.0390625,21141.0,17948.61328125,21259.000000000004,0.7452551431350537,0.6748838925968075,0.7239778968220404,0.6730692338449237,64.9609375,82.90588235294118,70.38671875,83.3686274509804,,,,,0.34640980463493615,0.31642583119112055,0.3363227779120035,0.3157944234916303,0.5885658880999952,0.5625174052339363,0.5799334254136448,0.561955891055188,[0.45066271],[0.29954466],[0.40491225],[0.29563502]
02_F1D020096_1_3.jpg,finger_1,4177.6171875,5583.0,4214.472656250001,5757.0,0.9357546644803618,0.9141420354934949,0.935187883981023,0.9114661827576662,16.3828125,21.894117647058824,16.527343750000004,22.576470588235292,,,,,0.7114955725224373,0.6931262180088957,0.7113520494436861,0.6909169852011788,0.8435019694834371,0.8325420217676077,0.8434168894702584,0.8312141632582898,[0.71869375],[0.62406116],[0.71577631],[0.61234464]
02_f1d022020_1_1.png,finger_1,2177.4609375,2374.0,1699.3359375,2760.0,0.9665139953633931,0.9634915264663366,0.9738668234629226,0.9575554393627164,8.5390625,9.309803921568626,6.6640625,10.823529411764707,,,,,0.8868474504059436,0.8838181513897371,0.8938461722579657,0.8783506594999911,0.9417257830206963,0.9401160308120148,0.9454343828410122,0.937203638223834,[0.58549812],[0.54930302],[0.67617673],[0.47602204]
